date,time,lastPrice,change,pChange,previousClose,open,close,vwap,lowerCP,upperCP,pPriceBand,basePrice,intraDayHighLow,weekHighLow
17-11-2021,8:42,1791.4,4.25,0.237808802,1787.15,1790,1792.3,1797.42,1608.45,1965.85,No Band,1787.15,"{'min': 1777, 'max': 1808.95, 'value': 1791.4}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1791.4}"
17-11-2021,9:21,1798.9,6.6,0.368241924,1792.3,1792.55,0,1797.27,1613.1,1971.5,No Band,1792.3,"{'min': 1792.55, 'max': 1801.55, 'value': 1798.9}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1798.9}"
17-11-2021,9:25,1800.3,8,0.446353847,1792.3,1792.55,0,1798.04,1613.1,1971.5,No Band,1792.3,"{'min': 1792.55, 'max': 1801.7, 'value': 1800.3}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1800.3}"
17-11-2021,9:30,1790.35,-1.95,-0.10879875,1792.3,1792.55,0,1797.58,1613.1,1971.5,No Band,1792.3,"{'min': 1790.15, 'max': 1801.7, 'value': 1790.35}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1790.35}"
17-11-2021,9:35,1789.6,-2.7,-0.150644423,1792.3,1792.55,0,1796.24,1613.1,1971.5,No Band,1792.3,"{'min': 1786.5, 'max': 1801.7, 'value': 1789.6}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1789.6}"
17-11-2021,9:40,1786.15,-6.15,-0.34313452,1792.3,1792.55,0,1795.79,1613.1,1971.5,No Band,1792.3,"{'min': 1785.05, 'max': 1801.7, 'value': 1786.15}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1786.15}"
17-11-2021,9:45,1785.5,-6.8,-0.37940077,1792.3,1792.55,0,1794.3,1613.1,1971.5,No Band,1792.3,"{'min': 1784.3, 'max': 1801.7, 'value': 1785.5}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1785.5}"
17-11-2021,9:50,1781.4,-10.9,-0.608157117,1792.3,1792.55,0,1793.34,1613.1,1971.5,No Band,1792.3,"{'min': 1781.1, 'max': 1801.7, 'value': 1781.4}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1781.4}"
17-11-2021,9:55,1783.8,-8.5,-0.474250962,1792.3,1792.55,0,1792.75,1613.1,1971.5,No Band,1792.3,"{'min': 1780.7, 'max': 1801.7, 'value': 1783.8}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1783.8}"
17-11-2021,10:00,1785.6,-6.7,-0.373821347,1792.3,1792.55,0,1792.17,1613.1,1971.5,No Band,1792.3,"{'min': 1780.7, 'max': 1801.7, 'value': 1785.6}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1785.6}"
17-11-2021,10:05,1787.65,-4.65,-0.259443174,1792.3,1792.55,0,1791.81,1613.1,1971.5,No Band,1792.3,"{'min': 1780.7, 'max': 1801.7, 'value': 1787.65}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1787.65}"
17-11-2021,10:10,1783.55,-8.75,-0.48819952,1792.3,1792.55,0,1791.57,1613.1,1971.5,No Band,1792.3,"{'min': 1780.7, 'max': 1801.7, 'value': 1783.55}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1783.55}"
17-11-2021,10:15,1785.7,-6.6,-0.368241924,1792.3,1792.55,0,1791.3,1613.1,1971.5,No Band,1792.3,"{'min': 1780.7, 'max': 1801.7, 'value': 1785.7}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1785.7}"
17-11-2021,10:20,1789.1,-3.2,-0.178541539,1792.3,1792.55,0,1791.12,1613.1,1971.5,No Band,1792.3,"{'min': 1780.7, 'max': 1801.7, 'value': 1789.1}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1789.1}"
17-11-2021,10:25,1793.75,1.45,0.080901635,1792.3,1792.55,0,1791.04,1613.1,1971.5,No Band,1792.3,"{'min': 1780.7, 'max': 1801.7, 'value': 1793.75}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1793.75}"
17-11-2021,10:30,1794,1.7,0.094850192,1792.3,1792.55,0,1791.09,1613.1,1971.5,No Band,1792.3,"{'min': 1780.7, 'max': 1801.7, 'value': 1794}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1794}"
17-11-2021,10:35,1793.9,1.6,0.089270769,1792.3,1792.55,0,1791.22,1613.1,1971.5,No Band,1792.3,"{'min': 1780.7, 'max': 1801.7, 'value': 1793.9}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1793.9}"
17-11-2021,10:40,1791.8,-0.5,-0.027897115,1792.3,1792.55,0,1791.26,1613.1,1971.5,No Band,1792.3,"{'min': 1780.7, 'max': 1801.7, 'value': 1791.8}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1791.8}"
17-11-2021,10:45,1794.6,2.3,0.128326731,1792.3,1792.55,0,1791.41,1613.1,1971.5,No Band,1792.3,"{'min': 1780.7, 'max': 1801.7, 'value': 1794.6}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1794.6}"
17-11-2021,10:50,1794,1.7,0.094850192,1792.3,1792.55,0,1791.5,1613.1,1971.5,No Band,1792.3,"{'min': 1780.7, 'max': 1801.7, 'value': 1794}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1794}"
18-11-2021,9:25,1782.65,-4.8,-0.26853898,1787.45,1781.6,0,1783.92,1608.75,1966.15,No Band,1787.45,"{'min': 1779.05, 'max': 1789.45, 'value': 1782.65}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1782.65}"
18-11-2021,9:30,1777.95,-9.5,-0.531483398,1787.45,1781.6,0,1783.16,1608.75,1966.15,No Band,1787.45,"{'min': 1775.8, 'max': 1789.45, 'value': 1777.95}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1777.95}"
18-11-2021,9:35,1774.2,-13.25,-0.741279476,1787.45,1781.6,0,1782.07,1608.75,1966.15,No Band,1787.45,"{'min': 1774.2, 'max': 1789.45, 'value': 1774.2}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1774.2}"
18-11-2021,9:40,1775.25,-12.2,-0.682536574,1787.45,1781.6,0,1780.37,1608.75,1966.15,No Band,1787.45,"{'min': 1771.7, 'max': 1789.45, 'value': 1775.25}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1775.25}"
18-11-2021,9:45,1775.5,-11.95,-0.668550169,1787.45,1781.6,0,1779.85,1608.75,1966.15,No Band,1787.45,"{'min': 1771.7, 'max': 1789.45, 'value': 1775.5}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1775.5}"
18-11-2021,9:50,1774.65,-12.8,-0.716103947,1787.45,1781.6,0,1779.69,1608.75,1966.15,No Band,1787.45,"{'min': 1771.7, 'max': 1789.45, 'value': 1774.65}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1774.65}"
18-11-2021,9:55,1774.5,-12.95,-0.72449579,1787.45,1781.6,0,1779.49,1608.75,1966.15,No Band,1787.45,"{'min': 1771.7, 'max': 1789.45, 'value': 1774.5}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1774.5}"
18-11-2021,10:10,1771.25,-16.2,-0.906319058,1787.45,1781.6,0,1778.59,1608.75,1966.15,No Band,1787.45,"{'min': 1770.65, 'max': 1789.45, 'value': 1771.25}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1771.25}"
18-11-2021,10:15,1773,-14.45,-0.808414221,1787.45,1781.6,0,1777.61,1608.75,1966.15,No Band,1787.45,"{'min': 1769, 'max': 1789.45, 'value': 1773}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1773}"
18-11-2021,10:20,1769.65,-17.8,-0.995832051,1787.45,1781.6,0,1775.49,1608.75,1966.15,No Band,1787.45,"{'min': 1768.3, 'max': 1789.45, 'value': 1769.65}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1769.65}"
18-11-2021,10:25,1770.8,-16.65,-0.931494587,1787.45,1781.6,0,1774.6,1608.75,1966.15,No Band,1787.45,"{'min': 1768.3, 'max': 1789.45, 'value': 1770.8}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1770.8}"
18-11-2021,10:30,1770.1,-17.35,-0.970656522,1787.45,1781.6,0,1774.56,1608.75,1966.15,No Band,1787.45,"{'min': 1768.3, 'max': 1789.45, 'value': 1770.1}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1770.1}"
18-11-2021,10:35,1769.6,-17.85,-0.998629332,1787.45,1781.6,0,1774.39,1608.75,1966.15,No Band,1787.45,"{'min': 1768.3, 'max': 1789.45, 'value': 1769.6}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1769.6}"
18-11-2021,10:40,1769.65,-17.8,-0.995832051,1787.45,1781.6,0,1774.35,1608.75,1966.15,No Band,1787.45,"{'min': 1768.3, 'max': 1789.45, 'value': 1769.65}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1769.65}"
18-11-2021,10:45,1771.3,-16.15,-0.903521777,1787.45,1781.6,0,1774.24,1608.75,1966.15,No Band,1787.45,"{'min': 1768.3, 'max': 1789.45, 'value': 1771.3}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1771.3}"
18-11-2021,10:50,1769.6,-17.85,-0.998629332,1787.45,1781.6,0,1774.06,1608.75,1966.15,No Band,1787.45,"{'min': 1768.3, 'max': 1789.45, 'value': 1769.6}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1769.6}"
18-11-2021,10:55,1770,-17.45,-0.976251084,1787.45,1781.6,0,1773.56,1608.75,1966.15,No Band,1787.45,"{'min': 1764, 'max': 1789.45, 'value': 1770}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1770}"
18-11-2021,11:00,1769.75,-17.7,-0.990237489,1787.45,1781.6,0,1773.51,1608.75,1966.15,No Band,1787.45,"{'min': 1764, 'max': 1789.45, 'value': 1769.75}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1769.75}"
18-11-2021,11:10,1768.6,-18.85,-1.054574953,1787.45,1781.6,0,1773.23,1608.75,1966.15,No Band,1787.45,"{'min': 1764, 'max': 1789.45, 'value': 1768.6}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1768.6}"
18-11-2021,11:15,1769.95,-17.5,-0.979048365,1787.45,1781.6,0,1773.16,1608.75,1966.15,No Band,1787.45,"{'min': 1764, 'max': 1789.45, 'value': 1769.95}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1769.95}"
18-11-2021,11:20,1769,-18.45,-1.032196705,1787.45,1781.6,0,1773.1,1608.75,1966.15,No Band,1787.45,"{'min': 1764, 'max': 1789.45, 'value': 1769}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1769}"
18-11-2021,11:25,1769.35,-18.1,-1.012615738,1787.45,1781.6,0,1773.05,1608.75,1966.15,No Band,1787.45,"{'min': 1764, 'max': 1789.45, 'value': 1769.35}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1769.35}"
18-11-2021,11:30,1769.6,-17.85,-0.998629332,1787.45,1781.6,0,1773,1608.75,1966.15,No Band,1787.45,"{'min': 1764, 'max': 1789.45, 'value': 1769.6}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1769.6}"
18-11-2021,11:35,1770,-17.45,-0.976251084,1787.45,1781.6,0,1772.94,1608.75,1966.15,No Band,1787.45,"{'min': 1764, 'max': 1789.45, 'value': 1770}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1770}"
18-11-2021,11:40,1770.05,-17.4,-0.973453803,1787.45,1781.6,0,1772.91,1608.75,1966.15,No Band,1787.45,"{'min': 1764, 'max': 1789.45, 'value': 1770.05}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1770.05}"
18-11-2021,11:45,1770,-17.45,-0.976251084,1787.45,1781.6,0,1772.87,1608.75,1966.15,No Band,1787.45,"{'min': 1764, 'max': 1789.45, 'value': 1770}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1770}"
18-11-2021,11:50,1770,-17.45,-0.976251084,1787.45,1781.6,0,1772.79,1608.75,1966.15,No Band,1787.45,"{'min': 1764, 'max': 1789.45, 'value': 1770}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1770}"
18-11-2021,11:55,1765.8,-21.65,-1.211222692,1787.45,1781.6,0,1772.66,1608.75,1966.15,No Band,1787.45,"{'min': 1764, 'max': 1789.45, 'value': 1765.8}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1765.8}"
18-11-2021,12:00,1765,-22.45,-1.255979188,1787.45,1781.6,0,1772.38,1608.75,1966.15,No Band,1787.45,"{'min': 1764, 'max': 1789.45, 'value': 1765}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1765}"
18-11-2021,12:05,1760.75,-26.7,-1.493748077,1787.45,1781.6,0,1771.91,1608.75,1966.15,No Band,1787.45,"{'min': 1760, 'max': 1789.45, 'value': 1760.75}","{'min': 1091, 'minDate': '27-Nov-2020', 'max': 1848, 'maxDate': '20-Oct-2021', 'value': 1760.75}"
